RUN_SEED,SPLIT_SEED,Parameters,FLOPs (M),Inference Latency (ms/img),Inference Throughput (img/s),Avg Epoch Time (s),Train FPS (img/s),Train Time (s),Full Test Inference Time (s)
42,42,267606,819.045711,4.76257949291418,209.97024857806812,4.701203974088033,408.4060190926842,141.2716302871704,2.9096123799681664
43,43,267606,819.045711,4.718311037868261,211.94024556121698,4.7563515424728395,403.6707511744994,142.93354034423828,3.084709480404854
44,44,267606,819.045711,4.698213135513166,212.8468784102478,4.711293299992879,407.53140968805786,141.54402136802673,2.8923761546611786
45,45,267606,819.045711,4.672635245757799,214.01199695779422,4.711776415506999,407.48962401548994,141.5634799003601,5.111021399497986
46,46,267606,819.045711,4.663101381932695,214.44955150975815,4.754410060246785,403.8355917285644,142.86556124687195,2.8259736075997353
