epoch,accuracy,loss,val_accuracy,val_loss,learning_rate
0,0.5416666865348816,0.885521650314331,0.5592515468597412,0.8549163341522217,0.0003000000142492354
1,0.6348958611488342,0.8159710764884949,0.7110186815261841,0.8259657025337219,0.0003000000142492354
2,0.7135416865348816,0.7528637647628784,0.7463617324829102,0.7674476504325867,0.0003000000142492354
3,0.7692708373069763,0.6942107081413269,0.8316008448600769,0.6332000494003296,0.0003000000142492354
4,0.793749988079071,0.6523155570030212,0.885654866695404,0.5419081449508667,0.0003000000142492354
5,0.8140624761581421,0.6209045648574829,0.8939709067344666,0.4945583939552307,0.0003000000142492354
6,0.8161458373069763,0.6005478501319885,0.8711018562316895,0.5004224181175232,0.0003000000142492354
7,0.8463541865348816,0.5616176128387451,0.9147608876228333,0.440530389547348,0.0003000000142492354
8,0.8817708492279053,0.5223847031593323,0.9293139576911926,0.4089109003543854,0.0003000000142492354
9,0.8901041746139526,0.5027319192886353,0.9085239171981812,0.437690794467926,0.0003000000142492354
10,0.8999999761581421,0.47326239943504333,0.9313929080963135,0.42124679684638977,0.0003000000142492354
11,0.9177083373069763,0.4623507261276245,0.9251559376716614,0.4069770872592926,0.0003000000142492354
12,0.9104166626930237,0.46069103479385376,0.9355509281158447,0.39149168133735657,0.0003000000142492354
13,0.9125000238418579,0.44081956148147583,0.9251559376716614,0.4330853819847107,0.0003000000142492354
14,0.921875,0.42728501558303833,0.9293139576911926,0.4075488746166229,0.0003000000142492354
15,0.9291666746139526,0.41612082719802856,0.975051999092102,0.32675689458847046,0.0003000000142492354
16,0.9447916746139526,0.39668747782707214,0.9542619585990906,0.36344805359840393,0.0003000000142492354
17,0.9489583373069763,0.39376315474510193,0.9542619585990906,0.3530360162258148,0.0003000000142492354
18,0.9442708492279053,0.393034428358078,0.9771309494972229,0.32565343379974365,0.0003000000142492354
19,0.9432291388511658,0.38964107632637024,0.9459459185600281,0.3744570314884186,0.0003000000142492354
20,0.9567708373069763,0.3786140978336334,0.952182948589325,0.3585580885410309,0.0003000000142492354
21,0.9572916626930237,0.37666448950767517,0.9625779390335083,0.33551305532455444,0.0003000000142492354
22,0.9567708373069763,0.369064599275589,0.9854469895362854,0.29612526297569275,0.0001500000071246177
23,0.9703124761581421,0.3517223596572876,0.987525999546051,0.29801255464553833,0.0001500000071246177
24,0.964062511920929,0.34825029969215393,0.987525999546051,0.2987918257713318,0.0001500000071246177
25,0.9723958373069763,0.34012550115585327,0.9792099595069885,0.3129729926586151,0.0001500000071246177
26,0.9744791388511658,0.3394489586353302,0.9792099595069885,0.30761033296585083,7.500000356230885e-05
27,0.9739583134651184,0.3355298638343811,0.9812889695167542,0.3037051558494568,7.500000356230885e-05
28,0.9739583134651184,0.3356950879096985,0.9854469895362854,0.2975587844848633,7.500000356230885e-05
