epoch,accuracy,loss,val_accuracy,val_loss,learning_rate
0,0.551562488079071,0.872391402721405,0.5841996073722839,0.85307377576828,0.0003000000142492354
1,0.6416666507720947,0.8038662672042847,0.6216216087341309,0.8309535980224609,0.0003000000142492354
2,0.7182291746139526,0.7392990589141846,0.7338877320289612,0.7548426389694214,0.0003000000142492354
3,0.7567708492279053,0.703501284122467,0.7817047834396362,0.6533830165863037,0.0003000000142492354
4,0.7802083492279053,0.6765050292015076,0.8586278557777405,0.5736110806465149,0.0003000000142492354
5,0.7916666865348816,0.6568716168403625,0.8877338767051697,0.5205883979797363,0.0003000000142492354
6,0.8119791746139526,0.6225720047950745,0.8814969062805176,0.5120683312416077,0.0003000000142492354
7,0.8265625238418579,0.5972585082054138,0.879417896270752,0.5012804865837097,0.0003000000142492354
8,0.8401041626930237,0.5878788828849792,0.765072762966156,0.6958436369895935,0.0003000000142492354
9,0.8489583134651184,0.5664564967155457,0.9126819372177124,0.47130119800567627,0.0003000000142492354
10,0.871874988079071,0.533796489238739,0.9334719181060791,0.4333062171936035,0.0003000000142492354
11,0.879687488079071,0.5170730948448181,0.8877338767051697,0.5357625484466553,0.0003000000142492354
12,0.8911458253860474,0.4982910752296448,0.9189189076423645,0.44813600182533264,0.0003000000142492354
13,0.8994791507720947,0.4874350130558014,0.9085239171981812,0.47063881158828735,0.0003000000142492354
14,0.9046875238418579,0.4758063554763794,0.9043658971786499,0.47007647156715393,0.0001500000071246177
15,0.9182291626930237,0.46106433868408203,0.8523908257484436,0.5944364070892334,0.0001500000071246177
16,0.9119791388511658,0.4564817249774933,0.9230769276618958,0.42879757285118103,0.0001500000071246177
17,0.9244791865348816,0.4337241053581238,0.9230769276618958,0.4181958734989166,0.0001500000071246177
18,0.9229166507720947,0.4507392644882202,0.9293139576911926,0.4408010244369507,0.0001500000071246177
19,0.9229166507720947,0.4331696331501007,0.9189189076423645,0.4537416398525238,0.0001500000071246177
20,0.9395833611488342,0.41569459438323975,0.9126819372177124,0.44687607884407043,0.0001500000071246177
21,0.9401041865348816,0.40684059262275696,0.9459459185600281,0.38656479120254517,7.500000356230885e-05
22,0.9411458373069763,0.4211183488368988,0.9459459185600281,0.38899484276771545,7.500000356230885e-05
23,0.9390624761581421,0.4057118594646454,0.9480249285697937,0.38959792256355286,7.500000356230885e-05
24,0.9453125,0.4027252793312073,0.9417879581451416,0.3921332359313965,7.500000356230885e-05
25,0.9432291388511658,0.4057234525680542,0.9417879581451416,0.3967164158821106,3.7500001781154424e-05
26,0.9453125,0.39784181118011475,0.9563409686088562,0.36882010102272034,3.7500001781154424e-05
27,0.9442708492279053,0.3928781747817993,0.9480249285697937,0.382242351770401,3.7500001781154424e-05
28,0.9447916746139526,0.39765533804893494,0.9542619585990906,0.36896806955337524,3.7500001781154424e-05
29,0.9520833492279053,0.38528043031692505,0.9501039385795593,0.37514880299568176,3.7500001781154424e-05
