RUN_SEED,SPLIT_SEED,Val Loss,Val Acc,Val Macro-F1,Test Loss,Test Acc,Test Macro-F1,Train Time (s),Avg Epoch Time (s),Train FPS (img/s),Parameters,FLOPs,FLOPs (M),Inference Latency (ms/img),Inference Throughput (img/s),Inference Batch Time (ms),Full Test Inference Time (s),Num Test Images,HEAD_MODE
42,42,0.5037833452224731,0.9428571462631226,0.9407940631722664,0.7011921405792236,0.8731250166893005,0.8694942066081025,302.20107078552246,10.066565553347269,445.0375827046931,308840,819128267,819.128267,4.6554011370365815,214.80426080674005,148.9728363851706,7.48647278547287,1600,multilevel_details
43,43,0.5841708779335022,0.9017857313156128,0.8982550352875964,0.7384746670722961,0.846875011920929,0.840456382788779,306.7797727584839,10.21922037601471,438.3896065608784,308840,819128267,819.128267,4.7063092002645135,212.48072692372102,150.60189440846443,7.611136935651302,1600,multilevel_details
44,44,0.5189267992973328,0.9348214268684387,0.9330301971365232,0.6886721253395081,0.8756250143051147,0.8722361870502773,304.8990054130554,10.155964008967082,441.12011386062807,308840,819128267,819.128267,4.702252025405566,212.66405853985478,150.47206481297812,7.669187948107719,1600,multilevel_details
45,45,0.6116052269935608,0.8857142925262451,0.8825053450111559,0.7882359027862549,0.8181250095367432,0.809643606024396,253.4872269630432,10.554599622885386,424.45949255015614,308840,819128267,819.128267,4.752162533501784,210.4305130454193,152.0692010720571,10.227788180112839,1600,multilevel_details
46,46,0.5393513441085815,0.9294642806053162,0.9250055684350594,0.7313343286514282,0.8525000214576721,0.8471452366815593,297.57012391090393,9.912380814552307,451.96003702994733,308840,819128267,819.128267,4.612724164811273,216.79163207473394,147.60717327396074,7.390960477292538,1600,multilevel_details
