RUN_SEED,SPLIT_SEED,Parameters,FLOPs (M),Inference Latency (ms/img),Inference Throughput (img/s),Avg Epoch Time (s),Train FPS (img/s),Train Time (s),Full Test Inference Time (s)
42,42,311700,1690.275803,2.706237051946421,369.51677950043756,6.1447099049886065,729.0824252521497,184.475816488266,4.045578874647617
43,43,311700,1690.275803,2.475856655898194,403.9006045110552,6.158831225501166,727.4107433647764,110.97724866867065,3.9903338104486465
44,44,311700,1690.275803,2.3382114712148905,427.6773133271897,6.052855372428894,740.1465464393316,157.50105619430542,3.7288831919431686
45,45,311700,1690.275803,2.438178014320632,410.14232518155063,6.127336859703064,731.149617293459,183.9659354686737,3.9234223142266273
46,46,311700,1690.275803,2.405386231839657,415.7336509052822,6.12483925819397,731.4477672220604,183.88096380233765,3.9057589545845985
