Config,RUN_SEED,SPLIT_SEED,Val Loss,Val Acc,Val Macro-F1,Test Loss,Test Acc,Test Macro-F1,Parameters
LH_only,42,42,0.2754000723361969,0.9896050095558167,0.9896049896049897,0.306415855884552,0.9733777046203613,0.9733770404660125,226630
LH_only,43,43,0.3272201120853424,0.9584199786186218,0.9583794822096082,0.32524940371513367,0.961730420589447,0.9617287539626507,226630
LH_only,44,44,0.339488685131073,0.952182948589325,0.9521796451187621,0.36336156725883484,0.9500831961631775,0.9500830564784053,226630
LH_only,45,45,0.34328117966651917,0.9563409686088562,0.9563402015067624,0.3492666184902191,0.9584026336669922,0.9584008195246203,226630
LH_only,46,46,0.3884073793888092,0.927234947681427,0.9272298947459423,0.3992029130458832,0.9334442615509033,0.9334396526901012,226630
HL_only,42,42,0.28171300888061523,0.9833679795265198,0.9833679114799446,0.2912205159664154,0.981697142124176,0.9816969686902162,226630
HL_only,43,43,0.36135509610176086,0.9417879581451416,0.9417453891138101,0.3498691916465759,0.9500831961631775,0.9500830564784053,226630
HL_only,44,44,0.5282923579216003,0.8503118753433228,0.848472120130211,0.49388712644577026,0.8752079606056213,0.8743382371390099,226630
HL_only,45,45,0.29043909907341003,0.9729729890823364,0.9729725056946623,0.30673789978027344,0.9767054915428162,0.976697684723607,226630
HL_only,46,46,0.34692880511283875,0.9501039385795593,0.950103734439834,0.3428092896938324,0.9467554092407227,0.9467434647762516,226630
HH_only,42,42,0.3041686415672302,0.975051999092102,0.9750466901846856,0.30864375829696655,0.9667221307754517,0.9667198263450507,226630
HH_only,43,43,0.40617620944976807,0.9168398976325989,0.9167964020065733,0.37689799070358276,0.9351081252098083,0.9351081530782029,226630
HH_only,44,44,0.4073360562324524,0.9189189076423645,0.9188291036541831,0.3987482786178589,0.9267886877059937,0.9266991905976272,226630
HH_only,45,45,0.3548774719238281,0.9438669681549072,0.9438659733658372,0.3776158392429352,0.9384359121322632,0.9384352583216361,226630
HH_only,46,46,0.34334585070610046,0.9542619585990906,0.954257011446554,0.33926358819007874,0.9584026336669922,0.9584022015686731,226630
LH_HL,42,42,0.2747519314289093,0.9916840195655823,0.9916836681766312,0.29876866936683655,0.980033278465271,0.9800318958070304,226630
LH_HL,43,43,0.32826176285743713,0.9604989886283875,0.9604818797808536,0.3428066670894623,0.960066556930542,0.9600664451827242,226630
LH_HL,44,44,0.3734460473060608,0.9438669681549072,0.943788224396958,0.38068196177482605,0.9351081252098083,0.93510743444713,226630
LH_HL,45,45,0.2958192825317383,0.9708939790725708,0.9708908254659889,0.3080264925956726,0.9733777046203613,0.9733776301218162,226630
LH_HL,46,46,0.46852540969848633,0.8960499167442322,0.895973909131804,0.496037095785141,0.881863534450531,0.8818622524550315,226630
LH_HH,42,42,0.27976295351982117,0.9916840195655823,0.9916839557399724,0.3056122064590454,0.9700499176979065,0.9700491705242641,226630
LH_HH,43,43,0.3796280324459076,0.9313929080963135,0.9313822544039772,0.37558427453041077,0.9450914859771729,0.9450763082904783,226630
LH_HH,44,44,0.3510737419128418,0.9459459185600281,0.9459176613042726,0.3597989082336426,0.941763699054718,0.9417637271214643,226630
LH_HH,45,45,0.3371581435203552,0.9604989886283875,0.9604982775537373,0.35709166526794434,0.9500831961631775,0.950066467264872,226630
LH_HH,46,46,0.4107876121997833,0.9189189076423645,0.9188838584975417,0.40510261058807373,0.9317803382873535,0.9317796105726238,226630
HL_HH,42,42,0.2907201647758484,0.9833679795265198,0.9833673363532626,0.3097096085548401,0.9750415682792664,0.9750391095482673,226630
HL_HH,43,43,0.4042832553386688,0.9189189076423645,0.9188052130178284,0.37576183676719666,0.9434276223182678,0.9434237047865861,226630
HL_HH,44,44,0.33107292652130127,0.9584199786186218,0.9584183408831564,0.33911779522895813,0.9584026336669922,0.9584026622296173,226630
HL_HH,45,45,0.3114895522594452,0.9688149690628052,0.9688063399006472,0.33324870467185974,0.9667221307754517,0.9667213005825157,226630
HL_HH,46,46,0.36814063787460327,0.9334719181060791,0.9334693454130503,0.35325887799263,0.9534109830856323,0.9534005316792202,226630
LH_HL_HH,42,42,0.29391682147979736,0.9854469895362854,0.9854469854469855,0.33403125405311584,0.9667221307754517,0.9667198263450507,226630
LH_HL_HH,43,43,0.39842402935028076,0.9106029272079468,0.9105472348486487,0.3840748369693756,0.9384359121322632,0.9384250298363225,226630
LH_HL_HH,44,44,0.3001033067703247,0.9792099595069885,0.9792098893499308,0.3253290057182312,0.9667221307754517,0.9667176147439305,226630
LH_HL_HH,45,45,0.3018791973590851,0.9792099595069885,0.9792091704415782,0.3309663236141205,0.9733777046203613,0.9733717323881259,226630
LH_HL_HH,46,46,0.3778136968612671,0.9334719181060791,0.933457840492495,0.3566429615020752,0.9534109830856323,0.9533953694472139,226630
