RUN_SEED,SPLIT_SEED,Val Loss,Val Acc,Val Macro-F1,Val AUC,Val AUC Macro OvR,Val AUC Weighted OvR,Test Loss,Test Acc,Test Macro-F1,Test AUC,Test AUC Macro OvR,Test AUC Weighted OvR,Train Time (s),Avg Epoch Time (s),Train FPS (img/s),Parameters,FLOPs,FLOPs (M),Inference Latency (ms/img),Inference Throughput (img/s),Inference Batch Time (ms),Full Test Inference Time (s),Num Test Images,HEAD_MODE,Num Classes
42,42,0.30583906173706055,0.987525999546051,0.9875259336099586,0.9988243430152144,0.9988243430152144,0.9988243430152144,0.3315613865852356,0.9733777046203613,0.9733776301218162,0.9968438538205979,0.9968438538205979,0.9968438538205979,141.2716302871704,4.701203974088033,408.4060190926842,267606,819045711,819.045711,4.76257949291418,209.97024857806812,152.40254377325377,2.9096123799681664,601,multilevel_details,2
43,43,0.38952457904815674,0.9417879581451416,0.9417574814046012,0.9885200553250346,0.9885200553250346,0.9885200553250346,0.37254610657691956,0.9484192728996277,0.9483987292865115,0.9907087486157253,0.9907087486157253,0.9907087486157253,142.93354034423828,4.7563515424728395,403.6707511744994,267606,819045711,819.045711,4.718311037868261,211.94024556121698,150.98595321178436,3.084709480404854,601,multilevel_details,2
44,44,0.35787779092788696,0.9501039385795593,0.9500985579416952,0.9951417704011065,0.9951417704011065,0.9951417704011065,0.36822056770324707,0.9550748467445374,0.9550743776941668,0.9909080841638982,0.9909080841638982,0.9909080841638982,141.54402136802673,4.711293299992879,407.53140968805786,267606,819045711,819.045711,4.698213135513166,212.8468784102478,150.3428203364213,2.8923761546611786,601,multilevel_details,2
45,45,0.334484338760376,0.975051999092102,0.9750492789708476,0.995954356846473,0.995954356846473,0.995954356846473,0.33146175742149353,0.9733777046203613,0.9733717323881259,0.9955038759689923,0.9955038759689923,0.9955038759689923,141.5634799003601,4.711776415506999,407.48962401548994,267606,819045711,819.045711,4.672635245757799,214.01199695779422,149.52432786424956,5.111021399497986,601,multilevel_details,2
46,46,0.3542720675468445,0.9584199786186218,0.9584183408831564,0.9938796680497926,0.9938796680497926,0.9938796680497926,0.34634676575660706,0.9633943438529968,0.9633918089795557,0.9944850498338871,0.9944850498338871,0.9944850498338871,142.86556124687195,4.754410060246785,403.8355917285644,267606,819045711,819.045711,4.663101381932695,214.44955150975815,149.21924422184625,2.8259736075997353,601,multilevel_details,2
