epoch,accuracy,loss,val_accuracy,val_loss,learning_rate
0,0.5062500238418579,0.9641006588935852,0.5779625773429871,0.8664326071739197,0.0003000000142492354
1,0.5562499761581421,0.8968775272369385,0.692307710647583,0.850053608417511,0.0003000000142492354
2,0.598437488079071,0.8530149459838867,0.7027027010917664,0.831267237663269,0.0003000000142492354
3,0.6489583253860474,0.8111921548843384,0.7276507019996643,0.7976373434066772,0.0003000000142492354
4,0.6744791865348816,0.7799383997917175,0.7359667420387268,0.7364934682846069,0.0003000000142492354
5,0.7135416865348816,0.75484699010849,0.7546777725219727,0.6984371542930603,0.0003000000142492354
6,0.7203124761581421,0.7383555173873901,0.7671517729759216,0.6695567965507507,0.0003000000142492354
7,0.7447916865348816,0.7288997173309326,0.7754677534103394,0.6607575416564941,0.0003000000142492354
8,0.7598958611488342,0.7006235718727112,0.7692307829856873,0.6377005577087402,0.0003000000142492354
9,0.7822916507720947,0.6923010945320129,0.7858628034591675,0.6313269734382629,0.0003000000142492354
10,0.7796875238418579,0.661686897277832,0.8212057948112488,0.5964955687522888,0.0003000000142492354
11,0.8135416507720947,0.6271461844444275,0.879417896270752,0.5140482187271118,0.0003000000142492354
12,0.8218749761581421,0.613452136516571,0.8981289267539978,0.5003637075424194,0.0003000000142492354
13,0.8255208134651184,0.6131397485733032,0.866943895816803,0.5183326005935669,0.0003000000142492354
14,0.8354166746139526,0.6013920903205872,0.8565488457679749,0.520558774471283,0.0003000000142492354
15,0.8447916507720947,0.578350841999054,0.8586278557777405,0.541721761226654,0.0003000000142492354
16,0.8500000238418579,0.5674832463264465,0.9126819372177124,0.462364137172699,0.0001500000071246177
17,0.8687499761581421,0.5356233716011047,0.8960499167442322,0.495889276266098,0.0001500000071246177
18,0.8619791865348816,0.5428435206413269,0.9085239171981812,0.46417298913002014,0.0001500000071246177
19,0.8692708611488342,0.5328119397163391,0.9064449071884155,0.45781275629997253,0.0001500000071246177
20,0.8838541507720947,0.5137336850166321,0.9085239171981812,0.46240735054016113,0.0001500000071246177
21,0.878125011920929,0.5215833783149719,0.9168398976325989,0.4443645775318146,0.0001500000071246177
22,0.8833333253860474,0.516951322555542,0.8981289267539978,0.4987252652645111,0.0001500000071246177
23,0.8911458253860474,0.4999595582485199,0.927234947681427,0.4170747697353363,0.0001500000071246177
24,0.8927083611488342,0.49800905585289,0.9189189076423645,0.44587481021881104,0.0001500000071246177
25,0.90625,0.48942726850509644,0.9168398976325989,0.4446316957473755,0.0001500000071246177
26,0.901562511920929,0.4832269549369812,0.9189189076423645,0.4365605413913727,0.0001500000071246177
27,0.90625,0.4888814687728882,0.939708948135376,0.4029178023338318,7.500000356230885e-05
28,0.903124988079071,0.46972256898880005,0.9417879581451416,0.3909848928451538,7.500000356230885e-05
29,0.9208333492279053,0.45808637142181396,0.9459459185600281,0.39925506711006165,7.500000356230885e-05
