RUN_SEED,SPLIT_SEED,Parameters,FLOPs (M),Inference Latency (ms/img),Inference Throughput (img/s),Avg Epoch Time (s),Train FPS (img/s),Train Time (s),Full Test Inference Time (s)
42,42,311700,1690.275803,2.650106193808218,377.3433692341944,5.99116702079773,747.7675024662364,179.89327359199524,4.351466879248619
43,43,311700,1690.275803,2.7203903611128526,367.5943034847843,6.118166596801193,732.2455067409103,165.3247787952423,4.394105702638626
44,44,311700,1690.275803,2.72901919670403,366.43201381937837,5.968361409505208,750.6247850314753,179.2016146183014,4.409553483128548
45,45,311700,1690.275803,2.6354051427915692,379.4482995281491,6.0032334725062055,746.2644957117931,180.23974800109863,4.415549620985985
46,46,311700,1690.275803,2.692306670360267,371.4287124156575,6.053830615679423,740.0273123593513,186.11560034751892,4.480230547487736
