epoch,accuracy,loss,val_accuracy,val_loss,learning_rate
0,0.34687501192092896,1.452644944190979,0.4508928656578064,1.3949202299118042,0.0003000000142492354
1,0.4468750059604645,1.2920805215835571,0.5133928656578064,1.2070201635360718,0.0003000000142492354
2,0.4895089268684387,1.217236042022705,0.5758928656578064,1.0559501647949219,0.0003000000142492354
3,0.5185267925262451,1.1671581268310547,0.6464285850524902,0.9797780513763428,0.0003000000142492354
4,0.546875,1.1340640783309937,0.6178571581840515,0.9848502278327942,0.0003000000142492354
5,0.5426339507102966,1.1238898038864136,0.5991071462631226,1.002170205116272,0.0003000000142492354
6,0.5691964030265808,1.0803126096725464,0.6482142806053162,0.9423741102218628,0.0003000000142492354
7,0.5752232074737549,1.0549225807189941,0.6678571701049805,0.9065847396850586,0.0003000000142492354
8,0.5841518044471741,1.0503982305526733,0.6571428775787354,0.9085057377815247,0.0003000000142492354
9,0.5986607074737549,1.0283597707748413,0.7169643044471741,0.8516016006469727,0.0003000000142492354
10,0.6031249761581421,1.031014084815979,0.7080357074737549,0.8392787575721741,0.0003000000142492354
11,0.6171875,1.0015428066253662,0.71875,0.8311330676078796,0.0003000000142492354
12,0.6225446462631226,0.9905662536621094,0.7241071462631226,0.8103469610214233,0.0003000000142492354
13,0.6312500238418579,0.9743559956550598,0.7089285850524902,0.8415836691856384,0.0003000000142492354
14,0.6350446343421936,0.9716291427612305,0.6946428418159485,0.8543249368667603,0.0003000000142492354
15,0.6310268044471741,0.9698299765586853,0.7151785492897034,0.8157173991203308,0.0003000000142492354
16,0.6551339030265808,0.944428026676178,0.7580357193946838,0.7795597314834595,0.0001500000071246177
17,0.6535714268684387,0.9323726296424866,0.7392857074737549,0.7852373123168945,0.0001500000071246177
18,0.6524553298950195,0.940107524394989,0.7553571462631226,0.7793831825256348,0.0001500000071246177
19,0.6602678298950195,0.9298527240753174,0.7616071701049805,0.7722170948982239,0.0001500000071246177
20,0.6468750238418579,0.9286864399909973,0.7392857074737549,0.7754756212234497,0.0001500000071246177
21,0.6537946462631226,0.9312182664871216,0.7294642925262451,0.7860835194587708,0.0001500000071246177
22,0.6674107313156128,0.9154040813446045,0.7633928656578064,0.7521470189094543,0.0001500000071246177
23,0.6685267686843872,0.9141778945922852,0.7696428298950195,0.7484419941902161,0.0001500000071246177
24,0.6662946343421936,0.9056346416473389,0.7749999761581421,0.7465479969978333,0.0001500000071246177
25,0.6712053418159485,0.8927954435348511,0.7749999761581421,0.7504873275756836,0.0001500000071246177
26,0.6790178418159485,0.8960012197494507,0.768750011920929,0.7432737350463867,0.0001500000071246177
27,0.6747767925262451,0.9035665392875671,0.7589285969734192,0.7428176403045654,0.0001500000071246177
28,0.6805803775787354,0.8866810202598572,0.7616071701049805,0.7360628247261047,0.0001500000071246177
29,0.6738839149475098,0.8852084279060364,0.7616071701049805,0.7267839908599854,0.0001500000071246177
