epoch,accuracy,loss,val_accuracy,val_loss,learning_rate
0,0.3359375,1.5036816596984863,0.22946429252624512,1.7763440608978271,0.0003000000142492354
1,0.4993303716182709,1.278271198272705,0.31339284777641296,1.414614200592041,0.0003000000142492354
2,0.5785714387893677,1.1459152698516846,0.6205357313156128,1.007827639579773,0.0003000000142492354
3,0.6261160969734192,1.0694185495376587,0.7223214507102966,0.9347202777862549,0.0003000000142492354
4,0.6553571224212646,1.0191959142684937,0.7491071224212646,0.816529393196106,0.0003000000142492354
5,0.6790178418159485,0.9737677574157715,0.8214285969734192,0.733517050743103,0.0003000000142492354
6,0.7180803418159485,0.927272379398346,0.8178571462631226,0.7234191298484802,0.0003000000142492354
7,0.7395089268684387,0.8891106247901917,0.793749988079071,0.7912691235542297,0.0003000000142492354
8,0.7676339149475098,0.842938244342804,0.8276785612106323,0.6933770775794983,0.0003000000142492354
9,0.796875,0.8064943552017212,0.831250011920929,0.6762238144874573,0.0003000000142492354
10,0.8095982074737549,0.788414716720581,0.8339285850524902,0.6677833795547485,0.0003000000142492354
11,0.8220981955528259,0.7572336196899414,0.8776785731315613,0.6092445850372314,0.0003000000142492354
12,0.8258928656578064,0.7401477694511414,0.8999999761581421,0.5677913427352905,0.0003000000142492354
13,0.8495535850524902,0.7103785276412964,0.8758928775787354,0.6255941390991211,0.0003000000142492354
14,0.8566964268684387,0.690818190574646,0.8669642806053162,0.6241396069526672,0.0003000000142492354
15,0.8671875,0.6664219498634338,0.9008928537368774,0.5537907481193542,0.0003000000142492354
16,0.8647321462631226,0.660075843334198,0.9232142567634583,0.5238679051399231,0.0003000000142492354
17,0.8738839030265808,0.6417827606201172,0.8964285850524902,0.5740415453910828,0.0003000000142492354
18,0.8870535492897034,0.6196146607398987,0.9267857074737549,0.5015143156051636,0.0003000000142492354
19,0.890625,0.6118438839912415,0.8508928418159485,0.6517986059188843,0.0003000000142492354
20,0.890625,0.6079239845275879,0.9241071343421936,0.49612072110176086,0.0003000000142492354
21,0.8979910612106323,0.5899820327758789,0.9017857313156128,0.5437116026878357,0.0003000000142492354
22,0.9071428775787354,0.5752689242362976,0.9312499761581421,0.4937223792076111,0.0003000000142492354
23,0.909375011920929,0.5648875832557678,0.9125000238418579,0.5339738130569458,0.0003000000142492354
24,0.9178571701049805,0.5570154786109924,0.9482142925262451,0.46664756536483765,0.0003000000142492354
25,0.9185267686843872,0.5443923473358154,0.9267857074737549,0.521960437297821,0.0003000000142492354
26,0.925000011920929,0.5353921055793762,0.9276785850524902,0.4835686683654785,0.0003000000142492354
27,0.9285714030265808,0.5311276912689209,0.9330357313156128,0.48033982515335083,0.0003000000142492354
28,0.9323660731315613,0.5147772431373596,0.9535714387893677,0.4520561397075653,0.0001500000071246177
29,0.9428571462631226,0.4975883364677429,0.9526785612106323,0.44737690687179565,0.0001500000071246177
